date,route_id,segment_id,segment_type,distance_km,day_of_week,is_weekend,is_holiday,hour_of_day,time_of_day_bin,weather_severity,current_speed,previous_segment_speed,travel_time_seconds
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,16.86,16:45-17:00,0,25.28,15.7,356.0
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,16.95,16:45-17:00,0,36.3,25.28,376.9
2026-03-22,R1,R1_S4,market,1.0,6,1,0,17.06,17:00-17:15,0,16.83,36.3,213.9
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,17.12,17:00-17:15,0,23.18,16.83,310.7
2026-03-22,R1,R1_S1,market,1.2,6,1,0,21.67,21:30-21:45,0,18.1,18.1,238.7
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,21.74,21:30-21:45,0,25.03,18.1,359.5
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,21.84,21:45-22:00,0,32.82,25.03,416.8
2026-03-22,R1,R1_S4,market,1.0,6,1,0,21.95,21:45-22:00,0,21.42,32.82,168.1
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,22.0,21:45-22:00,0,24.06,21.42,299.3
2026-03-22,R1,R1_S1,market,1.2,6,1,0,14.72,14:30-14:45,0,17.55,17.55,246.1
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,14.79,14:45-15:00,0,24.76,17.55,363.5
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,14.89,14:45-15:00,0,33.68,24.76,406.1
2026-03-22,R1,R1_S4,market,1.0,6,1,0,15.0,15:00-15:15,0,18.02,33.68,199.8
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,15.06,15:00-15:15,0,25.19,18.02,285.8
2026-03-22,R1,R1_S1,market,1.2,6,1,0,20.34,20:15-20:30,0,8.43,8.43,512.4
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,20.48,20:15-20:30,0,17.62,8.43,510.8
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,20.62,20:30-20:45,0,36.34,17.62,376.4
2026-03-22,R1,R1_S4,market,1.0,6,1,0,20.73,20:30-20:45,0,16.46,36.34,218.6
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,20.79,20:45-21:00,0,24.81,16.46,290.1
2026-03-22,R1,R1_S1,market,1.2,6,1,0,12.39,12:15-12:30,0,16.2,16.2,266.6
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,12.47,12:15-12:30,0,22.16,16.2,406.1
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,12.58,12:30-12:45,0,35.35,22.16,387.0
2026-03-22,R1,R1_S4,market,1.0,6,1,0,12.69,12:30-12:45,0,15.82,35.35,227.5
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,12.75,12:30-12:45,0,25.09,15.82,286.9
2026-03-22,R1,R1_S1,market,1.2,6,1,0,16.03,16:00-16:15,0,17.98,17.98,240.3
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,16.1,16:00-16:15,0,23.16,17.98,388.6
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,16.21,16:00-16:15,0,34.63,23.16,395.0
2026-03-22,R1,R1_S4,market,1.0,6,1,0,16.32,16:15-16:30,0,17.1,34.63,210.5
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,16.38,16:15-16:30,0,28.45,17.1,253.1
2026-03-22,R1,R1_S1,market,1.2,6,1,0,8.92,08:45-09:00,0,7.99,7.99,540.8
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,9.07,09:00-09:15,0,20.4,7.99,441.3
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,9.2,09:00-09:15,0,25.44,20.4,537.7
2026-03-22,R1,R1_S4,market,1.0,6,1,0,9.34,09:15-09:30,0,10.24,25.44,351.6
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,9.44,09:15-09:30,0,16.77,10.24,429.3
2026-03-22,R1,R1_S1,market,1.2,6,1,0,15.65,15:30-15:45,0,17.73,17.73,243.7
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,15.72,15:30-15:45,0,21.54,17.73,417.9
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,15.84,15:45-16:00,0,34.29,21.54,399.0
2026-03-22,R1,R1_S4,market,1.0,6,1,0,15.95,15:45-16:00,0,16.51,34.29,218.0
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,16.01,16:00-16:15,0,22.25,16.51,323.7
2026-03-22,R1,R1_S1,market,1.2,6,1,0,12.41,12:15-12:30,0,14.52,14.52,297.6
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,12.5,12:15-12:30,0,25.11,14.52,358.5
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,12.6,12:30-12:45,0,40.17,25.11,340.5
2026-03-22,R1,R1_S4,market,1.0,6,1,0,12.69,12:30-12:45,0,15.89,40.17,226.6
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,12.75,12:45-13:00,0,25.84,15.89,278.6
2026-03-22,R1,R1_S1,market,1.2,6,1,0,12.65,12:30-12:45,0,16.45,16.45,262.6
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,12.72,12:30-12:45,0,27.92,16.45,322.4
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,12.81,12:45-13:00,0,35.43,27.92,386.1
2026-03-22,R1,R1_S4,market,1.0,6,1,0,12.92,12:45-13:00,0,16.2,35.43,222.2
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,12.98,12:45-13:00,0,22.56,16.2,319.1
2026-03-22,R1,R1_S1,market,1.2,6,1,0,21.99,21:45-22:00,0,15.09,15.09,286.2
2026-03-22,R1,R1_S2,residential,2.5,6,1,0,22.07,22:00-22:15,0,26.56,15.09,338.9
2026-03-22,R1,R1_S3,highway,3.8,6,1,0,22.16,22:00-22:15,0,36.07,26.56,379.3
2026-03-22,R1,R1_S4,market,1.0,6,1,0,22.27,22:15-22:30,0,14.37,36.07,250.6
2026-03-22,R1,R1_S5,residential,2.0,6,1,0,22.34,22:15-22:30,0,27.61,14.37,260.8
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,14.7,14:30-14:45,0,24.48,24.48,294.1
2026-03-22,R2,R2_S2,market,1.5,6,1,0,14.78,14:45-15:00,0,14.65,24.48,368.6
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,14.88,14:45-15:00,0,36.15,14.65,418.2
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,15.57,15:30-15:45,0,25.1,25.1,286.9
2026-03-22,R2,R2_S2,market,1.5,6,1,0,15.65,15:30-15:45,0,15.59,25.1,346.4
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,15.75,15:30-15:45,0,38.95,15.59,388.2
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,17.84,17:45-18:00,0,15.16,15.16,475.0
2026-03-22,R2,R2_S2,market,1.5,6,1,0,17.97,17:45-18:00,0,11.04,15.16,489.2
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,18.11,18:00-18:15,0,24.83,11.04,608.9
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,19.67,19:30-19:45,0,16.37,16.37,439.8
2026-03-22,R2,R2_S2,market,1.5,6,1,0,19.8,19:45-20:00,0,11.15,16.37,484.1
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,19.93,19:45-20:00,0,24.8,11.15,609.6
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,7.77,07:45-08:00,0,25.66,25.66,280.6
2026-03-22,R2,R2_S2,market,1.5,6,1,0,7.85,07:45-08:00,0,17.92,25.66,301.4
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,7.93,07:45-08:00,0,36.22,17.92,417.4
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,19.62,19:30-19:45,0,15.98,15.98,450.7
2026-03-22,R2,R2_S2,market,1.5,6,1,0,19.75,19:30-19:45,0,8.88,15.98,608.4
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,19.92,19:45-20:00,0,25.83,8.88,585.3
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,15.51,15:30-15:45,0,26.8,26.8,268.6
2026-03-22,R2,R2_S2,market,1.5,6,1,0,15.58,15:30-15:45,0,16.88,26.8,319.9
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,15.67,15:30-15:45,0,37.19,16.88,406.5
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,13.7,13:30-13:45,0,24.89,24.89,289.3
2026-03-22,R2,R2_S2,market,1.5,6,1,0,13.78,13:45-14:00,0,12.81,24.89,421.5
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,13.9,13:45-14:00,0,33.81,12.81,447.2
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,14.15,14:00-14:15,0,25.43,25.43,283.1
2026-03-22,R2,R2_S2,market,1.5,6,1,0,14.23,14:00-14:15,0,17.09,25.43,315.9
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,14.31,14:15-14:30,0,38.55,17.09,392.2
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,16.87,16:45-17:00,0,26.38,26.38,273.0
2026-03-22,R2,R2_S2,market,1.5,6,1,0,16.94,16:45-17:00,0,17.93,26.38,301.2
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,17.03,17:00-17:15,0,41.03,17.93,368.5
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,19.77,19:45-20:00,0,17.47,17.47,412.2
2026-03-22,R2,R2_S2,market,1.5,6,1,0,19.89,19:45-20:00,0,9.03,17.47,598.2
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,20.06,20:00-20:15,0,23.34,9.03,647.8
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,10.06,10:00-10:15,0,19.72,19.72,365.1
2026-03-22,R2,R2_S2,market,1.5,6,1,0,10.16,10:00-10:15,0,8.57,19.72,630.4
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,10.34,10:15-10:30,0,26.13,8.57,578.7
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,18.93,18:45-19:00,0,16.01,16.01,449.8
2026-03-22,R2,R2_S2,market,1.5,6,1,0,19.06,19:00-19:15,0,8.84,16.01,610.9
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,19.23,19:00-19:15,0,22.19,8.84,681.4
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,13.1,13:00-13:15,0,26.99,26.99,266.8
2026-03-22,R2,R2_S2,market,1.5,6,1,0,13.17,13:00-13:15,0,15.73,26.99,343.3
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,13.27,13:15-13:30,0,35.79,15.73,422.4
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,18.5,18:30-18:45,0,18.45,18.45,390.2
2026-03-22,R2,R2_S2,market,1.5,6,1,0,18.61,18:30-18:45,0,7.39,18.45,730.2
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,18.82,18:45-19:00,0,24.43,7.39,618.8
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,18.98,18:45-19:00,0,18.73,18.73,384.4
2026-03-22,R2,R2_S2,market,1.5,6,1,0,19.08,19:00-19:15,0,8.41,18.73,641.9
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,19.26,19:15-19:30,0,22.95,8.41,658.9
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,20.31,20:15-20:30,0,19.31,19.31,372.8
2026-03-22,R2,R2_S2,market,1.5,6,1,0,20.42,20:15-20:30,0,10.91,19.31,494.9
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,20.55,20:30-20:45,0,34.86,10.91,433.8
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,6.71,06:30-06:45,0,28.48,28.48,252.8
2026-03-22,R2,R2_S2,market,1.5,6,1,0,6.78,06:45-07:00,0,17.11,28.48,315.7
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,6.87,06:45-07:00,0,39.04,17.11,387.3
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,13.56,13:30-13:45,0,24.78,24.78,290.6
2026-03-22,R2,R2_S2,market,1.5,6,1,0,13.65,13:30-13:45,0,17.16,24.78,314.7
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,13.73,13:30-13:45,0,38.27,17.16,395.0
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,18.75,18:45-19:00,0,17.01,17.01,423.2
2026-03-22,R2,R2_S2,market,1.5,6,1,0,18.87,18:45-19:00,0,7.21,17.01,749.3
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,19.08,19:00-19:15,0,24.01,7.21,629.6
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,9.44,09:15-09:30,0,15.63,15.63,460.5
2026-03-22,R2,R2_S2,market,1.5,6,1,0,9.57,09:30-09:45,0,11.21,15.63,481.9
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,9.7,09:30-09:45,0,22.91,11.21,660.0
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,18.62,18:30-18:45,0,19.87,19.87,362.4
2026-03-22,R2,R2_S2,market,1.5,6,1,0,18.72,18:30-18:45,0,7.32,19.87,738.2
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,18.92,18:45-19:00,0,22.96,7.32,658.6
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,6.53,06:30-06:45,0,26.75,26.75,269.1
2026-03-22,R2,R2_S2,market,1.5,6,1,0,6.61,06:30-06:45,0,15.76,26.75,342.7
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,6.7,06:30-06:45,0,35.26,15.76,428.8
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,21.52,21:30-21:45,0,24.12,24.12,298.5
2026-03-22,R2,R2_S2,market,1.5,6,1,0,21.6,21:30-21:45,0,15.84,24.12,340.8
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,21.69,21:30-21:45,0,36.66,15.84,412.4
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,20.68,20:30-20:45,0,25.59,25.59,281.4
2026-03-22,R2,R2_S2,market,1.5,6,1,0,20.76,20:45-21:00,0,14.43,25.59,374.3
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,20.87,20:45-21:00,0,36.27,14.43,416.9
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,6.8,06:45-07:00,0,25.06,25.06,287.3
2026-03-22,R2,R2_S2,market,1.5,6,1,0,6.88,06:45-07:00,0,15.97,25.06,338.2
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,6.97,06:45-07:00,0,40.18,15.97,376.3
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,11.49,11:15-11:30,0,26.6,26.6,270.7
2026-03-22,R2,R2_S2,market,1.5,6,1,0,11.56,11:30-11:45,0,15.89,26.6,339.8
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,11.66,11:30-11:45,0,37.33,15.89,405.0
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,20.15,20:00-20:15,0,18.58,18.58,387.5
2026-03-22,R2,R2_S2,market,1.5,6,1,0,20.26,20:15-20:30,0,7.34,18.58,735.5
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,20.47,20:15-20:30,0,20.71,7.34,730.2
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,15.82,15:45-16:00,0,24.68,24.68,291.7
2026-03-22,R2,R2_S2,market,1.5,6,1,0,15.9,15:45-16:00,0,19.59,24.68,275.6
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,15.98,15:45-16:00,0,37.16,19.59,406.9
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,19.14,19:00-19:15,0,17.65,17.65,408.0
2026-03-22,R2,R2_S2,market,1.5,6,1,0,19.25,19:15-19:30,0,11.35,17.65,475.7
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,19.38,19:15-19:30,0,22.92,11.35,659.7
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,10.31,10:15-10:30,0,17.21,17.21,418.3
2026-03-22,R2,R2_S2,market,1.5,6,1,0,10.43,10:15-10:30,0,7.73,17.21,698.6
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,10.62,10:30-10:45,0,36.31,7.73,416.4
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,19.04,19:00-19:15,0,17.63,17.63,408.5
2026-03-22,R2,R2_S2,market,1.5,6,1,0,19.15,19:00-19:15,0,10.43,17.63,517.5
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,19.29,19:15-19:30,0,20.05,10.43,754.1
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,7.18,07:00-07:15,0,26.27,26.27,274.1
2026-03-22,R2,R2_S2,market,1.5,6,1,0,7.26,07:15-07:30,0,16.29,26.27,331.4
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,7.35,07:15-07:30,0,38.42,16.29,393.5
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,21.98,21:45-22:00,0,24.52,24.52,293.6
2026-03-22,R2,R2_S2,market,1.5,6,1,0,22.06,22:00-22:15,0,17.92,24.52,301.3
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,22.14,22:00-22:15,0,37.92,17.92,398.7
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,18.51,18:30-18:45,0,19.45,19.45,370.1
2026-03-22,R2,R2_S2,market,1.5,6,1,0,18.61,18:30-18:45,0,6.03,19.45,896.0
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,18.86,18:45-19:00,0,24.99,6.03,605.1
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,6.34,06:15-06:30,0,26.92,26.92,267.4
2026-03-22,R2,R2_S2,market,1.5,6,1,0,6.41,06:15-06:30,0,14.75,26.92,366.1
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,6.51,06:30-06:45,0,35.93,14.75,420.8
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,9.73,09:30-09:45,0,16.45,16.45,437.8
2026-03-22,R2,R2_S2,market,1.5,6,1,0,9.85,09:45-10:00,0,7.31,16.45,739.0
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,10.05,10:00-10:15,0,25.32,7.31,597.2
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,9.49,09:15-09:30,0,21.82,21.82,330.0
2026-03-22,R2,R2_S2,market,1.5,6,1,0,9.58,09:30-09:45,0,8.12,21.82,665.2
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,9.77,09:45-10:00,0,22.6,8.12,668.9
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,14.04,14:00-14:15,0,24.05,24.05,299.4
2026-03-22,R2,R2_S2,market,1.5,6,1,0,14.12,14:00-14:15,0,16.01,24.05,337.2
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,14.22,14:00-14:15,0,34.92,16.01,433.0
2026-03-22,R2,R2_S1,residential,2.0,6,1,0,16.46,16:15-16:30,0,27.46,27.46,262.2
2026-03-22,R2,R2_S2,market,1.5,6,1,0,16.53,16:30-16:45,0,16.9,27.46,319.4
2026-03-22,R2,R2_S3,highway,4.2,6,1,0,16.62,16:30-16:45,0,33.29,16.9,454.2
2026-03-23,R1,R1_S1,market,1.2,0,0,0,10.18,10:00-10:15,0,7.04,7.04,613.7
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,10.35,10:15-10:30,0,11.74,7.04,766.9
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,10.56,10:30-10:45,0,29.94,11.74,456.9
2026-03-23,R1,R1_S4,market,1.0,0,0,0,10.69,10:30-10:45,0,13.98,29.94,257.5
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,10.76,10:45-11:00,0,20.31,13.98,354.6
2026-03-23,R1,R1_S1,market,1.2,0,0,0,16.18,16:00-16:15,0,13.38,13.38,322.9
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,16.27,16:15-16:30,0,24.39,13.38,368.9
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,16.37,16:15-16:30,0,28.48,24.39,480.3
2026-03-23,R1,R1_S4,market,1.0,0,0,0,16.5,16:30-16:45,0,12.79,28.48,281.5
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,16.58,16:30-16:45,0,25.02,12.79,287.8
2026-03-23,R1,R1_S1,market,1.2,0,0,0,9.3,09:15-09:30,0,6.61,6.61,653.6
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,9.48,09:15-09:30,0,15.1,6.61,596.0
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,9.65,09:30-09:45,0,18.56,15.1,737.0
2026-03-23,R1,R1_S4,market,1.0,0,0,0,9.85,09:45-10:00,0,8.96,18.56,401.6
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,9.96,09:45-10:00,0,14.08,8.96,511.2
2026-03-23,R1,R1_S1,market,1.2,0,0,0,19.83,19:45-20:00,0,7.15,7.15,603.8
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,20.0,20:00-20:15,0,20.38,7.15,441.5
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,20.12,20:00-20:15,0,20.27,20.38,674.8
2026-03-23,R1,R1_S4,market,1.0,0,0,0,20.31,20:15-20:30,0,4.81,20.27,748.2
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,20.52,20:30-20:45,0,24.69,4.81,291.6
2026-03-23,R1,R1_S1,market,1.2,0,0,0,9.08,09:00-09:15,0,6.85,6.85,630.2
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,9.26,09:15-09:30,0,16.07,6.85,560.2
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,9.41,09:15-09:30,0,21.45,16.07,637.8
2026-03-23,R1,R1_S4,market,1.0,0,0,0,9.59,09:30-09:45,0,6.83,21.45,527.4
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,9.73,09:30-09:45,0,14.21,6.83,506.7
2026-03-23,R1,R1_S1,market,1.2,0,0,0,13.6,13:30-13:45,0,12.5,12.5,345.5
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,13.7,13:30-13:45,0,25.22,12.5,356.9
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,13.8,13:45-14:00,0,31.09,25.22,440.0
2026-03-23,R1,R1_S4,market,1.0,0,0,0,13.92,13:45-14:00,0,16.24,31.09,221.6
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,13.98,13:45-14:00,0,24.3,16.24,296.3
2026-03-23,R1,R1_S1,market,1.2,0,0,0,17.42,17:15-17:30,0,12.48,12.48,346.1
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,17.52,17:30-17:45,0,13.27,12.48,678.0
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,17.71,17:30-17:45,0,17.0,13.27,804.9
2026-03-23,R1,R1_S4,market,1.0,0,0,0,17.93,17:45-18:00,0,6.83,17.0,527.5
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,18.08,18:00-18:15,0,15.56,6.83,462.8
2026-03-23,R1,R1_S1,market,1.2,0,0,0,19.73,19:30-19:45,0,6.19,6.19,698.1
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,19.92,19:45-20:00,0,13.88,6.19,648.3
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,20.1,20:00-20:15,0,22.27,13.88,614.2
2026-03-23,R1,R1_S4,market,1.0,0,0,0,20.27,20:15-20:30,0,8.0,22.27,450.2
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,20.4,20:15-20:30,0,10.86,8.0,662.9
2026-03-23,R1,R1_S1,market,1.2,0,0,0,18.96,18:45-19:00,0,10.61,10.61,407.1
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,19.08,19:00-19:15,0,15.57,10.61,578.2
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,19.24,19:00-19:15,0,21.14,15.57,647.1
2026-03-23,R1,R1_S4,market,1.0,0,0,0,19.42,19:15-19:30,0,6.25,21.14,575.7
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,19.58,19:30-19:45,0,14.64,6.25,491.9
2026-03-23,R1,R1_S1,market,1.2,0,0,0,16.14,16:00-16:15,0,11.66,11.66,370.4
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,16.25,16:00-16:15,0,20.63,11.66,436.2
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,16.37,16:15-16:30,0,30.51,20.63,448.4
2026-03-23,R1,R1_S4,market,1.0,0,0,0,16.49,16:15-16:30,0,14.19,30.51,253.6
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,16.56,16:30-16:45,0,20.09,14.19,358.4
2026-03-23,R1,R1_S1,market,1.2,0,0,0,19.73,19:30-19:45,0,5.93,5.93,728.5
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,19.93,19:45-20:00,0,17.25,5.93,521.6
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,20.07,20:00-20:15,0,24.42,17.25,560.1
2026-03-23,R1,R1_S4,market,1.0,0,0,0,20.23,20:00-20:15,0,8.44,24.42,426.4
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,20.35,20:15-20:30,0,17.0,8.44,423.4
2026-03-23,R1,R1_S1,market,1.2,0,0,0,19.93,19:45-20:00,0,9.53,9.53,453.2
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,20.06,20:00-20:15,0,15.8,9.53,569.8
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,20.22,20:00-20:15,0,22.97,15.8,595.6
2026-03-23,R1,R1_S4,market,1.0,0,0,0,20.38,20:15-20:30,0,10.59,22.97,340.1
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,20.48,20:15-20:30,0,13.68,10.59,526.1
2026-03-23,R1,R1_S1,market,1.2,0,0,0,19.09,19:00-19:15,0,7.51,7.51,575.1
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,19.25,19:15-19:30,0,12.99,7.51,692.7
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,19.44,19:15-19:30,0,20.1,12.99,680.5
2026-03-23,R1,R1_S4,market,1.0,0,0,0,19.63,19:30-19:45,0,8.37,20.1,430.0
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,19.75,19:45-20:00,0,13.41,8.37,536.8
2026-03-23,R1,R1_S1,market,1.2,0,0,0,12.32,12:15-12:30,0,13.9,13.9,310.9
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,12.41,12:15-12:30,0,21.17,13.9,425.2
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,12.53,12:30-12:45,0,29.69,21.17,460.7
2026-03-23,R1,R1_S4,market,1.0,0,0,0,12.65,12:30-12:45,0,13.33,29.69,270.1
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,12.73,12:30-12:45,0,21.27,13.33,338.5
2026-03-23,R1,R1_S1,market,1.2,0,0,0,9.85,09:45-10:00,0,11.78,11.78,366.6
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,9.95,09:45-10:00,0,16.49,11.78,545.7
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,10.1,10:00-10:15,0,22.3,16.49,613.4
2026-03-23,R1,R1_S4,market,1.0,0,0,0,10.27,10:15-10:30,0,6.54,22.3,550.7
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,10.43,10:15-10:30,0,16.31,6.54,441.5
2026-03-23,R1,R1_S1,market,1.2,0,0,0,16.51,16:30-16:45,0,13.66,13.66,316.3
2026-03-23,R1,R1_S2,residential,2.5,0,0,0,16.6,16:30-16:45,0,24.54,13.66,366.8
2026-03-23,R1,R1_S3,highway,3.8,0,0,0,16.7,16:30-16:45,0,31.35,24.54,436.4
2026-03-23,R1,R1_S4,market,1.0,0,0,0,16.82,16:45-17:00,0,13.14,31.35,274.0
2026-03-23,R1,R1_S5,residential,2.0,0,0,0,16.89,16:45-17:00,0,23.57,13.14,305.5
